Member_number,Recency,Frequency,Monetary
4662,44,16,83.74
4663,622,6,36.65
4664,219,8,59.599999999999994
4665,308,8,59.41999999999999
4666,29,20,210.57
4667,128,17,159.0
4668,333,6,43.2
4669,189,10,116.48
4670,81,7,32.900000000000006
4671,152,22,182.45000000000002
4672,56,7,68.60000000000001
4673,386,7,107.4
4674,579,6,31.200000000000003
4675,61,10,70.6
4676,350,13,98.6
4677,77,7,38.199999999999996
4678,14,12,94.2
4679,51,22,277.18
4680,126,9,107.39
4681,111,14,143.62
4682,228,6,34.2
4683,99,21,247.8
4684,405,10,67.1
4685,57,15,145.5
4686,49,13,68.3
4687,99,10,63.6
4688,90,16,95.60000000000001
4689,115,7,20.900000000000002
4690,376,9,81.70000000000002
4691,80,8,97.25999999999999
4692,65,15,129.0
4693,135,18,105.39
4694,43,20,152.54000000000002
4695,79,26,225.41
4696,135,7,37.2
4697,111,12,69.32000000000001
4698,67,8,106.20000000000002
4699,152,18,162.93
4700,187,16,98.45
4701,245,8,37.95
4702,53,7,48.39
4703,437,2,8.200000000000001
4704,132,11,106.60000000000001
4705,223,10,55.8
4706,38,6,73.9
4707,323,4,10.700000000000001
4708,90,14,157.8
4709,510,6,55.300000000000004
4710,236,9,87.9
4711,105,8,53.55
4712,382,10,107.89999999999999
4713,337,6,46.8
4714,123,4,28.4
4715,386,12,96.30000000000001
4716,305,4,64.6
4717,229,15,97.72
4718,118,13,125.49000000000001
4719,3,16,124.1
4720,312,13,113.4
4721,178,19,156.9
4722,15,10,117.9
4723,223,6,64.0
4724,119,4,38.900000000000006
4725,29,10,72.22
4726,176,8,62.4
4727,40,10,39.5
4728,116,10,74.49000000000001
4729,267,6,28.740000000000002
4730,400,4,15.600000000000001
4731,271,6,46.6
4732,393,2,66.2
4733,297,9,73.14
4734,39,11,148.3
4735,274,12,162.1
4736,163,11,122.60000000000001
4737,103,2,18.0
4738,138,6,46.5
4739,392,4,13.200000000000001
4740,90,10,78.7
4741,97,17,113.0
4742,46,15,179.1
4743,180,13,118.64
4744,64,15,61.400000000000006
4745,7,17,155.98000000000002
4746,22,14,137.79999999999998
4747,129,16,175.42000000000002
4748,16,12,66.2
4749,319,9,82.75
4750,101,11,94.52000000000001
4751,42,6,50.800000000000004
4752,227,8,55.45
4753,53,23,301.1
4755,4,3,9.9
4756,104,14,198.5
4757,198,13,103.0
4758,390,9,39.7
4759,314,12,154.35
4760,273,18,122.7
4761,114,12,81.55
4762,62,13,73.98
4763,64,8,36.800000000000004
4764,95,8,53.95
4765,179,8,97.35
4766,93,17,119.26
4768,293,4,57.00000000000001
4769,102,12,107.85
4770,595,7,63.5
4771,370,7,53.2
4772,377,10,81.85
4773,52,18,149.5
4774,168,4,44.5
4775,642,3,17.6
4776,67,17,125.7
4778,129,15,146.4
4779,52,16,117.9
4780,103,20,127.22
4781,39,6,67.1
4782,137,10,88.05000000000001
4783,70,21,190.16
4784,111,5,114.0
4785,109,12,109.42
4786,396,7,76.1
4787,141,12,117.9
4788,247,13,152.02
4789,111,11,207.05
4790,138,11,53.39
4791,672,4,24.4
4792,164,4,18.7
4793,37,10,107.4
4794,65,11,68.8
4795,154,2,13.5
4796,128,14,95.6
4797,180,11,141.6
4798,40,8,45.84
4799,253,19,171.85
4800,7,15,205.6
4801,149,5,29.199999999999996
4802,508,2,30.0
4803,366,6,19.0
4804,4,17,167.54
4805,79,4,12.0
4806,37,11,87.0
4807,196,13,144.0
4808,133,11,91.08
4809,94,12,99.26
4810,138,4,37.4
4811,59,7,32.9
4812,218,15,105.30000000000001
4813,149,7,73.9
4814,109,15,112.5
4815,706,2,47.9
4816,153,2,3.2
4817,11,12,102.0
4818,286,8,43.5
4819,91,12,71.05
4820,24,18,133.8
4821,33,14,97.59
4822,180,12,50.8
4823,471,8,67.46
4824,560,2,11.600000000000001
4825,46,14,160.0
4826,199,13,180.3
4827,34,14,108.7
4828,81,24,205.01
4829,58,5,27.4
4830,373,8,36.7
4831,48,28,263.65
4832,28,13,140.02
4833,296,7,57.949999999999996
4834,248,2,7.8
4835,22,14,80.84
4836,48,19,242.0
4837,29,10,86.8
4838,334,8,75.3
4839,12,8,45.34
4840,209,10,79.4
4841,14,11,46.9
4842,23,12,79.89
4843,232,11,104.85
4844,311,2,23.400000000000002
4845,80,8,102.2
4846,392,5,15.0
4847,331,9,46.42
4848,78,6,48.5
4849,228,7,48.64
4850,169,4,41.9
4851,11,14,145.2
4852,132,20,108.80000000000001
4853,88,12,123.6
4854,373,8,44.35
4855,244,10,108.8
4856,347,8,51.85
4857,156,4,35.099999999999994
4858,319,6,50.6
4859,113,8,112.0
4860,412,14,72.16
4861,109,6,34.400000000000006
4862,230,12,95.3
4863,1,4,36.1
4864,27,25,150.58
4865,409,5,71.5
4866,132,6,27.1
4867,63,11,180.0
4868,243,13,51.7
4869,272,10,82.3
4870,548,6,24.400000000000002
4871,46,7,100.12
4872,433,12,111.62
4873,119,8,69.2
4874,8,5,43.95
4875,66,29,249.6
4876,313,8,61.9
4877,55,21,147.41
4878,101,7,71.8
4879,80,9,99.15
4880,476,6,127.1
4881,156,8,59.940000000000005
4882,61,4,36.6
4883,125,10,99.52
4884,700,2,26.3
4885,76,2,16.4
4886,339,10,121.31
4887,414,6,47.9
4888,321,6,39.550000000000004
4889,331,3,6.4
4890,108,12,93.6
4891,86,13,111.10000000000001
4892,262,12,96.2
4893,305,8,109.9
4894,8,8,81.0
4895,115,11,42.6
4896,68,8,71.3
4897,401,8,79.6
4898,158,6,57.2
4899,293,10,74.9
4900,456,4,26.1
4901,320,8,70.0
4902,259,6,25.000000000000004
4903,23,8,48.1
4904,390,2,14.5
4905,36,2,33.2
4906,92,11,107.34
4907,254,5,29.7
4908,225,7,74.19
4909,66,6,55.7
4910,36,6,74.9
4911,358,10,50.75
4913,152,7,31.4
4914,32,10,98.76
4915,104,16,88.4
4916,305,13,141.5
4917,394,6,45.4
4918,338,5,17.7
4919,276,8,58.900000000000006
4920,313,4,19.0
4922,14,10,106.0
4923,99,13,93.07
4924,108,14,87.4
4925,378,11,87.89
4926,406,2,2.9
4927,73,5,29.200000000000003
4928,135,3,68.4
4929,157,14,86.95
4930,505,3,18.7
4931,241,14,68.1
4932,41,14,95.9
4933,307,21,113.05
4934,61,8,37.0
4935,273,8,62.39999999999999
4936,291,4,31.1
4937,186,16,172.04
4938,21,16,124.87
4939,78,17,111.5
4940,132,8,82.75
4941,320,26,194.04000000000002
4942,38,10,98.10000000000001
4943,156,6,34.1
4944,89,9,53.05
4945,151,2,12.000000000000002
4946,57,18,162.5
4947,43,14,154.25
4948,587,4,27.6
4949,135,2,15.2
4950,253,9,52.72
4951,37,13,137.6
4952,70,15,172.5
4953,82,16,144.9
4954,98,8,60.00000000000001
4955,386,6,39.800000000000004
4956,406,8,45.3
4957,516,6,63.4
4958,173,13,189.70000000000002
4959,184,12,98.10000000000001
4960,134,9,36.0
4961,424,2,16.200000000000003
4962,277,11,118.8
4963,367,8,69.1
4964,31,4,23.150000000000002
4965,81,4,59.9
4966,340,6,55.6
4967,99,12,151.4
4968,48,7,121.2
4969,219,13,94.36
4970,145,7,70.5
4971,228,6,41.4
4972,328,13,138.7
4973,582,3,16.400000000000002
4974,421,4,34.24
4975,59,13,110.7
4976,167,7,88.4
4977,133,9,72.85000000000001
4978,712,2,42.6
4979,251,7,28.6
4980,493,2,20.75
4981,355,10,101.60000000000001
4982,152,3,9.600000000000001
4983,383,6,29.220000000000002
4984,249,7,22.150000000000002
4985,5,8,25.97
4986,333,12,86.95
4987,358,7,26.4
4988,11,18,135.4
4989,195,10,86.2
4990,17,8,99.4
4991,374,10,61.34
4992,194,11,133.9
4993,325,10,96.78
4994,326,2,13.5
4995,577,4,29.0
4996,37,10,28.5
4997,4,6,93.0
4998,78,2,33.0
4999,5,16,164.86
5000,324,7,21.8
